age,workclass,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,capital_total,hours_age_ratio
27,4,9,2,4,0,4,1,0,1573,70,38,0,-1573,2.5925925925925926
45,2,11,4,9,1,4,0,0,1564,40,38,1,-1564,0.8888888888888888
43,2,13,0,3,1,4,1,0,1564,45,38,1,-1564,1.0465116279069768
40,4,10,0,3,2,4,1,0,1564,70,19,1,-1564,1.75
53,2,14,4,9,1,4,0,0,1564,54,38,1,-1564,1.0188679245283019
51,0,16,4,9,1,4,0,0,1564,70,38,1,-1564,1.3725490196078431
40,2,13,0,11,1,4,1,0,1564,60,38,1,-1564,1.5
46,0,16,4,9,1,4,0,0,1564,50,38,1,-1564,1.0869565217391304
51,2,13,4,11,1,4,0,0,1564,43,38,1,-1564,0.8431372549019608
42,2,13,4,9,1,4,0,0,1564,38,38,1,-1564,0.9047619047619048
46,5,15,4,9,1,4,0,0,1564,55,38,1,-1564,1.1956521739130435
28,2,13,4,3,1,4,0,0,1564,50,38,1,-1564,1.7857142857142858
34,2,15,4,12,1,1,1,0,1564,40,18,1,-1564,1.1764705882352942
39,4,10,4,9,1,4,1,0,1564,12,38,1,-1564,0.3076923076923077
30,2,13,0,11,1,4,1,0,1564,40,38,1,-1564,1.3333333333333333
33,1,13,4,12,1,2,1,0,1564,52,38,1,-1564,1.5757575757575757
28,2,13,4,9,3,4,0,0,1564,40,38,1,-1564,1.4285714285714286
44,2,9,4,3,1,4,1,0,1564,55,8,1,-1564,1.25
34,2,13,0,11,1,0,1,0,1564,60,38,1,-1564,1.7647058823529411
29,4,9,3,13,2,1,1,0,1564,50,18,1,-1564,1.7241379310344827
47,2,13,0,5,1,4,1,0,1564,51,38,1,-1564,1.0851063829787233
29,1,11,4,10,1,4,1,0,1564,56,38,1,-1564,1.9310344827586208
31,2,14,4,3,1,4,1,0,1564,40,38,1,-1564,1.2903225806451613
31,2,13,4,3,1,4,0,0,1564,60,38,1,-1564,1.935483870967742
39,2,9,4,2,1,4,1,0,1564,50,38,1,-1564,1.2820512820512822
67,2,10,2,3,0,4,1,0,1539,40,38,0,-1539,0.5970149253731343
46,2,13,4,11,1,4,1,0,1504,40,38,0,-1504,0.8695652173913043
44,2,9,4,0,3,4,1,0,1504,50,38,0,-1504,1.1363636363636365
25,2,10,4,3,2,4,0,0,1504,45,38,0,-1504,1.8
59,1,9,6,7,1,4,0,0,1504,19,38,0,-1504,0.3220338983050847
47,2,9,0,0,4,4,0,0,1504,35,38,0,-1504,0.7446808510638298
21,2,11,4,2,3,4,1,0,1504,40,38,0,-1504,1.9047619047619047
44,2,9,0,11,1,4,0,0,1504,40,38,0,-1504,0.9090909090909091
31,2,10,4,11,1,4,0,0,1504,40,38,0,-1504,1.2903225806451613
37,2,10,0,5,3,4,1,0,1504,40,38,0,-1504,1.0810810810810811
44,2,9,0,0,1,4,0,0,1504,45,38,0,-1504,1.0227272727272727
25,2,9,4,11,1,4,1,0,1504,37,38,0,-1504,1.48
21,2,9,4,2,1,4,1,0,1504,40,38,0,-1504,1.9047619047619047
27,2,14,4,9,1,4,0,0,1504,45,38,0,-1504,1.6666666666666667
27,2,13,4,11,1,4,1,0,1504,45,38,0,-1504,1.6666666666666667
34,4,10,4,2,1,4,1,0,1504,60,38,0,-1504,1.7647058823529411
30,2,9,4,2,3,4,1,0,1504,40,38,0,-1504,1.3333333333333333
43,2,10,2,2,0,4,1,0,1485,50,38,0,-1485,1.1627906976744187
32,2,12,2,3,5,4,0,0,1485,40,38,1,-1485,1.25
49,2,10,2,2,0,4,1,0,1485,40,38,1,-1485,0.8163265306122449
41,1,10,2,7,0,4,1,0,1485,40,38,1,-1485,0.975609756097561
32,2,9,2,9,0,4,1,0,1485,48,38,0,-1485,1.5
48,2,13,2,9,0,4,1,0,1485,40,38,1,-1485,0.8333333333333334
46,2,9,2,0,0,4,1,0,1485,40,38,1,-1485,0.8695652173913043
59,2,6,2,13,0,4,1,0,1485,40,38,1,-1485,0.6779661016949152
36,2,13,2,9,0,4,1,0,1485,50,38,1,-1485,1.3888888888888888
53,2,11,2,3,0,4,1,0,1485,40,38,0,-1485,0.7547169811320755
37,2,10,2,0,0,2,1,0,1485,70,38,1,-1485,1.8918918918918919
58,0,10,2,12,0,1,1,0,1485,40,38,1,-1485,0.6896551724137931
47,2,7,2,0,0,4,1,0,1485,58,38,0,-1485,1.2340425531914894
40,2,10,2,7,0,4,1,0,1485,40,38,0,-1485,1.0
45,4,10,2,2,0,4,1,0,1485,40,38,1,-1485,0.8888888888888888
30,2,12,2,13,5,4,0,0,1485,37,38,1,-1485,1.2333333333333334
60,4,9,2,2,0,4,1,0,1485,50,38,1,-1485,0.8333333333333334
29,2,10,2,2,0,4,1,0,1485,40,38,1,-1485,1.3793103448275863
29,4,10,2,2,0,0,1,0,1485,60,38,1,-1485,2.0689655172413794
32,2,10,2,13,0,4,1,0,1485,45,38,1,-1485,1.40625
50,2,9,2,6,0,4,1,0,1485,40,38,0,-1485,0.8
41,2,9,2,2,0,4,1,0,1485,44,38,1,-1485,1.0731707317073171
29,1,10,2,10,0,4,1,0,1485,40,38,1,-1485,1.3793103448275863
59,2,9,2,2,0,4,1,0,1485,45,38,1,-1485,0.7627118644067796
37,3,10,2,11,0,4,1,0,1485,44,38,1,-1485,1.1891891891891893
47,2,10,2,2,0,4,1,0,1485,47,38,0,-1485,1.0
27,2,13,2,3,0,4,1,0,1485,60,38,1,-1485,2.2222222222222223
34,2,10,2,12,0,4,1,0,1485,40,38,0,-1485,1.1764705882352942
41,2,7,2,2,0,4,1,0,1485,50,38,1,-1485,1.2195121951219512
42,1,13,2,3,0,4,1,0,1485,40,38,0,-1485,0.9523809523809523
50,2,14,2,3,5,4,0,0,1485,40,38,0,-1485,0.8
41,2,9,2,2,0,4,1,0,1485,40,38,0,-1485,0.975609756097561
45,4,13,2,4,0,4,1,0,1485,70,38,1,-1485,1.5555555555555556
42,2,13,2,3,0,4,1,0,1485,60,38,0,-1485,1.4285714285714286
46,2,12,2,2,0,4,1,0,1485,55,38,0,-1485,1.1956521739130435
57,5,13,2,0,0,1,1,0,1485,40,2,0,-1485,0.7017543859649122
38,3,10,2,11,0,4,1,0,1485,60,4,1,-1485,1.5789473684210527
45,3,15,2,9,0,4,1,0,1485,50,38,1,-1485,1.1111111111111112
34,2,10,2,3,5,4,0,0,1485,40,38,1,-1485,1.1764705882352942
35,5,9,2,2,0,4,1,0,1485,40,38,1,-1485,1.1428571428571428
34,2,9,2,0,0,4,1,0,1485,40,38,0,-1485,1.1764705882352942
44,2,9,2,2,0,2,1,0,1485,40,13,0,-1485,0.9090909090909091
44,1,10,2,3,0,4,1,0,1485,40,38,1,-1485,0.9090909090909091
50,3,10,2,11,0,4,1,0,1485,40,38,0,-1485,0.8
41,2,9,2,3,0,4,1,0,1485,40,38,1,-1485,0.975609756097561
65,1,4,2,3,0,4,1,0,1411,40,38,0,-1411,0.6153846153846154
45,2,13,0,3,3,4,1,0,1408,40,38,0,-1408,0.8888888888888888
36,0,14,4,9,1,4,1,0,1408,40,38,0,-1408,1.1111111111111112
31,2,13,4,3,1,4,0,0,1408,40,38,0,-1408,1.2903225806451613
42,2,10,0,3,1,4,1,0,1408,40,38,0,-1408,0.9523809523809523
46,1,13,0,9,1,4,0,0,1408,40,38,0,-1408,0.8695652173913043
35,2,9,4,2,1,4,1,0,1408,40,38,0,-1408,1.1428571428571428
54,2,13,0,11,1,4,0,0,1408,38,38,0,-1408,0.7037037037037037
34,2,9,0,2,1,4,1,0,1408,38,38,0,-1408,1.1176470588235294
29,2,9,4,5,1,4,1,0,1408,40,38,0,-1408,1.3793103448275863
24,2,9,4,2,3,4,1,0,1408,50,38,0,-1408,2.0833333333333335
44,2,10,0,11,4,4,0,0,1408,46,38,0,-1408,1.0454545454545454
33,2,13,4,9,1,4,1,0,1408,36,38,0,-1408,1.0909090909090908
47,1,12,5,3,1,4,1,0,1408,40,38,0,-1408,0.851063829787234
28,2,13,4,0,1,4,1,0,1408,40,38,0,-1408,1.4285714285714286
38,2,10,4,7,1,4,1,0,1408,40,38,0,-1408,1.0526315789473684
41,2,10,4,2,1,4,1,0,1408,40,38,0,-1408,0.975609756097561
50,2,9,0,2,4,4,1,0,1408,50,38,0,-1408,1.0
29,0,10,4,9,1,4,0,0,1408,40,38,0,-1408,1.3793103448275863
50,4,12,4,11,1,4,0,0,1408,5,38,0,-1408,0.1
49,2,11,3,5,4,4,1,0,1380,42,38,0,-1380,0.8571428571428571
31,2,13,6,11,4,4,0,0,1380,40,4,0,-1380,1.2903225806451613
44,2,10,0,13,3,4,1,0,1380,40,38,0,-1380,0.9090909090909091
48,1,14,4,9,4,4,0,0,1380,40,38,0,-1380,0.8333333333333334
39,2,10,0,11,3,4,1,0,1380,70,38,0,-1380,1.794871794871795
39,2,12,0,9,4,4,0,0,1380,40,38,0,-1380,1.0256410256410255
32,0,9,4,3,4,4,0,0,1380,40,38,0,-1380,1.25
42,1,10,4,9,1,4,0,0,1340,40,38,0,-1340,0.9523809523809523
25,2,13,4,3,3,4,1,0,1340,40,38,0,-1340,1.6
42,0,7,4,12,1,4,1,0,1340,40,38,0,-1340,0.9523809523809523
44,1,11,4,12,1,4,1,0,1340,40,38,0,-1340,0.9090909090909091
38,2,13,4,3,1,4,1,0,1340,40,38,0,-1340,1.0526315789473684
54,2,13,0,9,1,4,1,0,1340,40,38,0,-1340,0.7407407407407407
37,2,13,4,9,1,4,0,0,1340,42,38,0,-1340,1.135135135135135
62,1,13,2,0,5,4,0,0,1258,38,38,0,-1258,0.6129032258064516
72,1,16,2,3,0,4,1,0,1258,40,38,0,-1258,0.5555555555555556
66,2,10,2,13,0,4,1,0,1258,20,38,0,-1258,0.30303030303030304
33,1,9,0,0,3,4,0,0,1138,40,38,0,-1138,1.2121212121212122
29,2,9,4,11,4,2,0,0,1138,40,38,0,-1138,1.3793103448275863
25,2,13,4,12,1,1,0,0,1092,40,29,0,-1092,1.6
39,2,13,4,11,3,4,1,0,1092,40,10,0,-1092,1.0256410256410255
33,2,9,4,2,1,4,1,0,1092,40,38,0,-1092,1.2121212121212122
53,5,9,0,3,1,4,1,0,1092,40,38,0,-1092,0.7547169811320755
52,2,13,5,0,4,4,0,0,1092,40,38,0,-1092,0.7692307692307693
23,1,13,4,9,1,4,0,0,1092,40,38,0,-1092,1.7391304347826086
60,2,9,0,3,1,4,0,0,1092,40,38,0,-1092,0.6666666666666666
27,2,4,0,6,4,4,1,0,974,40,38,0,-974,1.4814814814814814
34,2,11,3,0,4,4,0,0,974,40,38,0,-974,1.1764705882352942
43,4,10,0,11,4,4,0,0,880,42,38,0,-880,0.9767441860465116
33,2,12,0,0,1,4,0,0,880,40,38,0,-880,1.2121212121212122
31,2,12,0,11,4,4,0,0,880,45,38,0,-880,1.4516129032258065
50,0,10,0,0,4,4,0,0,880,40,38,0,-880,0.8
32,2,12,0,9,4,4,0,0,880,36,38,0,-880,1.125
34,2,7,0,13,4,4,1,0,880,60,38,0,-880,1.7647058823529411
69,5,10,6,0,1,4,0,0,810,38,38,0,-810,0.5507246376811594
65,2,9,6,0,1,4,0,0,810,36,38,0,-810,0.5538461538461539
57,2,9,6,13,4,4,1,0,653,42,38,1,-653,0.7368421052631579
42,2,13,0,9,4,4,1,0,653,50,38,1,-653,1.1904761904761905
49,2,9,5,9,4,4,0,0,653,60,38,0,-653,1.2244897959183674
40,2,9,0,3,4,4,0,0,625,52,38,0,-625,1.3
43,1,13,0,9,4,4,0,0,625,40,38,0,-625,0.9302325581395349
59,2,9,4,3,4,4,0,0,625,38,38,0,-625,0.6440677966101694
39,0,13,0,12,4,2,0,0,625,40,38,0,-625,1.0256410256410255
49,1,13,0,3,4,4,0,0,625,40,38,0,-625,0.8163265306122449
39,5,9,5,0,4,4,0,0,625,35,38,0,-625,0.8974358974358975
49,2,9,5,9,4,4,0,0,625,40,32,0,-625,0.8163265306122449
39,2,10,0,3,4,4,0,0,625,40,38,0,-625,1.0256410256410255
43,2,5,4,6,4,2,0,0,625,40,38,0,-625,0.9302325581395349
41,2,9,0,0,1,3,0,0,625,40,38,0,-625,0.975609756097561
46,2,11,0,12,4,2,0,0,625,40,38,0,-625,0.8695652173913043
47,2,9,0,2,4,4,1,0,625,40,38,0,-625,0.851063829787234
68,2,9,2,13,0,4,1,0,419,12,38,0,-419,0.17647058823529413
52,2,9,4,9,4,4,0,0,323,40,38,0,-323,0.7692307692307693
46,2,14,0,3,4,4,0,0,323,45,38,0,-323,0.9782608695652174
49,1,14,6,9,4,4,0,0,323,20,38,0,-323,0.40816326530612246
37,2,14,0,3,4,4,0,0,213,45,38,0,-213,1.2162162162162162
38,2,13,0,0,4,1,0,0,213,40,29,0,-213,1.0526315789473684
40,2,10,0,12,4,4,0,0,213,40,38,0,-213,1.0
36,2,13,0,9,4,2,0,0,213,40,38,0,-213,1.1111111111111112
28,2,6,4,6,1,4,0,0,155,40,38,0,-155,1.4285714285714286
54,3,15,2,9,0,4,1,99999,0,60,38,1,99999,1.1111111111111112
52,2,9,2,3,0,1,1,99999,0,40,23,1,99999,0.7692307692307693
53,3,9,2,11,0,4,1,99999,0,40,38,1,99999,0.7547169811320755
52,2,13,2,3,0,4,1,99999,0,50,38,1,99999,0.9615384615384616
46,2,15,2,9,0,4,1,99999,0,60,38,1,99999,1.3043478260869565
43,2,13,2,3,0,4,1,99999,0,60,38,1,99999,1.3953488372093024
49,2,13,2,9,5,4,0,99999,0,20,38,1,99999,0.40816326530612246
50,2,10,2,3,0,4,1,99999,0,50,38,1,99999,1.0
22,4,9,4,9,4,4,0,99999,0,40,5,1,99999,1.8181818181818181
43,3,10,2,11,0,4,1,99999,0,55,38,1,99999,1.2790697674418605
65,3,13,2,11,0,4,1,99999,0,60,38,1,99999,0.9230769230769231
26,2,15,2,9,0,4,1,99999,0,60,38,1,99999,2.3076923076923075
52,4,15,2,9,0,4,1,99999,0,45,38,1,99999,0.8653846153846154
46,2,15,2,9,0,4,1,99999,0,50,38,1,99999,1.0869565217391304
36,2,15,0,9,1,4,1,99999,0,45,38,1,99999,1.25
40,4,15,2,9,0,4,1,99999,0,70,38,1,99999,1.75
52,3,15,2,9,0,4,1,99999,0,35,38,1,99999,0.6730769230769231
32,3,9,2,2,0,4,1,99999,0,40,38,1,99999,1.25
53,2,9,2,3,0,4,1,99999,0,40,38,1,99999,0.7547169811320755
47,2,15,2,9,0,1,1,99999,0,55,35,1,99999,1.1702127659574468
37,4,15,2,9,0,4,1,99999,0,50,38,1,99999,1.3513513513513513
39,3,15,2,9,0,4,1,99999,0,65,38,1,99999,1.6666666666666667
38,2,16,2,3,5,4,0,99999,0,36,38,1,99999,0.9473684210526315
44,2,15,2,9,0,4,1,99999,0,65,38,1,99999,1.4772727272727273
57,3,15,2,9,0,4,1,99999,0,60,38,1,99999,1.0526315789473684
51,2,14,2,9,5,4,0,99999,0,50,38,1,99999,0.9803921568627451
78,4,13,4,3,1,4,1,99999,0,20,38,1,99999,0.2564102564102564
36,2,10,2,0,5,2,0,99999,0,40,38,1,99999,1.1111111111111112
49,3,14,0,9,4,4,1,99999,0,80,25,1,99999,1.6326530612244898
54,4,15,2,9,0,1,1,99999,0,50,29,1,99999,0.9259259259259259
41,3,13,2,11,0,4,1,99999,0,65,38,1,99999,1.5853658536585367
46,1,13,0,0,1,4,0,99999,0,40,38,1,99999,0.8695652173913043
33,2,16,0,11,1,4,1,99999,0,60,38,1,99999,1.8181818181818181
36,4,10,2,11,0,4,1,99999,0,20,38,1,99999,0.5555555555555556
63,2,9,2,2,0,4,1,99999,0,40,38,1,99999,0.6349206349206349
38,2,15,2,9,0,4,1,99999,0,70,38,1,99999,1.8421052631578947
33,2,9,2,6,0,4,1,99999,0,56,38,1,99999,1.696969696969697
47,2,14,5,3,1,4,1,99999,0,50,38,1,99999,1.0638297872340425
28,2,11,2,9,0,4,1,99999,0,50,38,1,99999,1.7857142857142858
52,3,15,2,9,0,3,1,99999,0,65,38,1,99999,1.25
30,2,13,2,3,0,4,1,99999,0,50,38,1,99999,1.6666666666666667
50,2,14,2,3,0,4,1,99999,0,60,38,1,99999,1.2
32,2,13,2,9,0,4,1,99999,0,50,38,1,99999,1.5625
46,2,13,2,11,0,4,1,99999,0,40,38,1,99999,0.8695652173913043
49,4,15,2,9,0,4,1,99999,0,35,38,1,99999,0.7142857142857143
30,2,9,2,13,0,4,1,99999,0,40,38,1,99999,1.3333333333333333
32,2,13,2,11,0,4,1,99999,0,60,38,1,99999,1.875
59,2,15,2,9,0,1,1,99999,0,40,18,1,99999,0.6779661016949152
46,3,13,2,11,0,4,1,99999,0,72,38,1,99999,1.565217391304348
32,2,9,2,2,0,4,1,99999,0,40,38,1,99999,1.25
21,2,10,4,10,1,2,0,99999,0,40,38,1,99999,1.9047619047619047
56,3,16,2,9,0,4,1,99999,0,70,38,1,99999,1.25
43,2,15,3,9,1,4,1,99999,0,40,38,1,99999,0.9302325581395349
30,2,13,2,9,0,4,1,99999,0,35,38,1,99999,1.1666666666666667
39,2,14,2,9,0,4,1,99999,0,40,38,1,99999,1.0256410256410255
46,3,15,2,9,0,4,1,99999,0,60,38,1,99999,1.3043478260869565
50,4,9,0,3,1,4,0,99999,0,35,38,1,99999,0.7
60,2,9,2,3,0,4,1,99999,0,40,38,1,99999,0.6666666666666666
47,2,16,2,3,0,4,1,99999,0,50,38,1,99999,1.0638297872340425
56,4,9,6,0,4,4,0,99999,0,40,38,1,99999,0.7142857142857143
53,2,13,2,3,0,1,1,99999,0,50,18,1,99999,0.9433962264150944
42,2,10,2,3,0,4,1,99999,0,55,38,1,99999,1.3095238095238095
48,2,14,0,3,1,4,1,99999,0,50,38,1,99999,1.0416666666666667
41,2,15,2,9,0,4,1,99999,0,65,38,1,99999,1.5853658536585367
72,3,15,2,9,0,4,1,99999,0,50,38,1,99999,0.6944444444444444
55,2,14,2,3,0,4,1,99999,0,55,38,1,99999,1.0
33,2,13,2,9,0,4,1,99999,0,40,38,1,99999,1.2121212121212122
62,3,13,0,11,1,4,1,99999,0,40,38,1,99999,0.6451612903225806
52,3,16,2,9,0,4,1,99999,0,65,38,1,99999,1.25
50,2,13,2,3,0,4,1,99999,0,55,38,1,99999,1.1
28,3,9,2,11,0,2,1,99999,0,40,38,1,99999,1.4285714285714286
42,1,6,2,5,0,4,1,99999,0,40,38,1,99999,0.9523809523809523
42,2,13,2,9,0,4,1,99999,0,40,38,1,99999,0.9523809523809523
50,3,15,2,9,0,4,1,99999,0,80,38,1,99999,1.6
41,3,16,2,9,0,4,1,99999,0,70,38,1,99999,1.7073170731707317
47,2,14,2,3,0,4,1,99999,0,50,38,1,99999,1.0638297872340425
38,0,15,4,9,1,1,0,99999,0,57,1,1,99999,1.5
57,4,10,2,11,0,4,1,99999,0,45,38,1,99999,0.7894736842105263
42,4,15,2,9,0,4,1,99999,0,50,38,1,99999,1.1904761904761905
47,2,15,2,9,0,4,1,99999,0,48,38,1,99999,1.0212765957446808
51,4,9,0,3,1,4,0,99999,0,35,38,1,99999,0.6862745098039216
42,1,13,4,0,1,4,0,99999,0,40,38,1,99999,0.9523809523809523
47,3,15,2,9,0,4,1,99999,0,50,38,1,99999,1.0638297872340425
74,2,15,2,9,0,4,1,99999,0,50,38,1,99999,0.6756756756756757
39,2,16,2,9,0,4,1,99999,0,55,38,1,99999,1.4102564102564104
43,2,15,2,9,0,4,1,99999,0,60,38,1,99999,1.3953488372093024
47,2,10,2,11,0,4,1,99999,0,60,38,1,99999,1.2765957446808511
52,4,13,2,0,5,4,0,99999,0,30,38,1,99999,0.5769230769230769
48,2,13,2,12,5,4,0,99999,0,40,38,1,99999,0.8333333333333334
55,3,13,2,11,0,4,1,99999,0,60,38,1,99999,1.0909090909090908
50,2,9,2,9,0,4,1,99999,0,40,38,1,99999,0.8
49,5,14,2,11,0,4,1,99999,0,80,38,1,99999,1.6326530612244898
30,4,9,4,2,1,4,1,99999,0,50,38,1,99999,1.6666666666666667
52,2,9,2,11,0,4,1,99999,0,45,38,1,99999,0.8653846153846154
46,2,15,2,9,0,4,1,99999,0,50,38,1,99999,1.0869565217391304
58,2,13,2,9,5,4,0,99999,0,35,38,1,99999,0.603448275862069
59,4,13,2,9,0,4,1,99999,0,43,38,1,99999,0.7288135593220338
50,4,9,2,2,0,4,1,99999,0,50,38,1,99999,1.0
43,2,16,2,9,0,4,1,99999,0,55,38,1,99999,1.2790697674418605
47,2,13,2,3,0,4,1,99999,0,55,38,1,99999,1.1702127659574468
65,2,13,2,3,0,4,1,99999,0,40,38,1,99999,0.6153846153846154
33,2,10,4,0,3,4,0,99999,0,30,38,1,99999,0.9090909090909091
53,2,16,2,9,5,4,0,99999,0,37,38,1,99999,0.6981132075471698
42,4,14,2,11,0,4,1,99999,0,80,38,1,99999,1.9047619047619047
69,4,15,2,9,0,4,1,99999,0,40,38,1,99999,0.5797101449275363
44,3,13,2,3,0,4,1,99999,0,45,38,1,99999,1.0227272727272727
44,4,15,2,9,0,4,1,99999,0,50,38,1,99999,1.1363636363636365
38,3,15,2,9,0,4,1,99999,0,50,38,1,99999,1.3157894736842106
39,2,13,2,3,0,4,1,99999,0,70,38,1,99999,1.794871794871795
32,2,13,2,11,0,4,1,99999,0,50,38,1,99999,1.5625
41,2,10,2,3,0,4,1,99999,0,50,38,1,99999,1.2195121951219512
31,2,13,0,7,1,1,1,99999,0,70,38,1,99999,2.2580645161290325
50,4,15,2,3,0,4,1,99999,0,50,38,1,99999,1.0
49,2,9,2,11,0,4,1,99999,0,65,38,1,99999,1.3265306122448979
29,4,15,0,9,1,4,1,99999,0,60,38,1,99999,2.0689655172413794
48,2,15,2,3,0,4,1,99999,0,50,38,1,99999,1.0416666666666667
40,1,13,2,9,0,4,1,99999,0,75,38,1,99999,1.875
45,2,16,4,9,1,4,1,99999,0,30,38,1,99999,0.6666666666666666
60,2,9,2,7,5,4,0,99999,0,40,38,1,99999,0.6666666666666666
49,3,15,2,9,0,4,1,99999,0,37,38,1,99999,0.7551020408163265
56,3,15,2,9,0,4,1,99999,0,40,38,1,99999,0.7142857142857143
71,3,14,2,3,0,4,1,99999,0,40,38,1,99999,0.5633802816901409
57,3,14,2,11,0,4,1,99999,0,40,38,1,99999,0.7017543859649122
64,3,15,2,9,0,4,1,99999,0,35,38,1,99999,0.546875
41,2,13,5,9,1,2,0,99999,0,60,38,1,99999,1.4634146341463414
49,4,16,4,9,1,4,1,99999,0,70,38,1,99999,1.4285714285714286
55,2,5,0,2,4,4,0,99999,0,37,38,1,99999,0.6727272727272727
48,4,13,2,3,0,4,1,99999,0,50,38,1,99999,1.0416666666666667
40,4,14,2,3,0,4,1,99999,0,50,38,1,99999,1.25
55,2,15,2,3,0,4,1,99999,0,40,38,1,99999,0.7272727272727273
44,3,13,2,3,0,4,1,99999,0,70,38,1,99999,1.5909090909090908
38,2,14,2,9,0,4,1,99999,0,65,38,1,99999,1.7105263157894737
34,2,13,4,11,1,4,1,99999,0,50,38,1,99999,1.4705882352941178
37,4,9,2,11,0,4,1,99999,0,50,38,1,99999,1.3513513513513513
51,4,15,2,9,0,3,1,99999,0,70,18,1,99999,1.3725490196078431
65,3,13,2,3,0,4,1,99999,0,65,38,1,99999,1.0
38,4,14,2,9,0,2,1,99999,0,60,38,1,99999,1.5789473684210527
65,3,16,2,3,0,4,1,99999,0,40,38,1,99999,0.6153846153846154
37,2,13,2,11,0,4,1,99999,0,60,38,1,99999,1.6216216216216217
38,2,15,2,9,0,4,1,99999,0,60,38,1,99999,1.5789473684210527
50,3,15,2,9,0,4,1,99999,0,55,38,1,99999,1.1
55,2,6,2,2,0,4,1,99999,0,40,38,1,99999,0.7272727272727273
38,2,14,2,3,0,4,1,99999,0,70,38,1,99999,1.8421052631578947
22,4,10,4,11,3,2,1,99999,0,55,38,1,99999,2.5
47,2,14,2,3,0,4,1,99999,0,55,38,1,99999,1.1702127659574468
43,3,15,2,3,0,4,1,99999,0,40,38,1,99999,0.9302325581395349
47,2,15,2,3,0,4,1,99999,0,40,38,1,99999,0.851063829787234
57,1,9,2,2,0,4,1,99999,0,40,38,1,99999,0.7017543859649122
27,2,1,2,4,2,4,1,41310,0,24,25,0,41310,0.8888888888888888
63,4,14,2,4,0,4,1,41310,0,50,38,0,41310,0.7936507936507936
18,2,9,4,10,3,4,1,34095,0,3,38,0,34095,0.16666666666666666
19,2,9,4,7,3,4,0,34095,0,20,38,0,34095,1.0526315789473684
55,4,9,0,3,1,4,1,34095,0,60,38,0,34095,1.0909090909090908
46,2,14,0,3,1,4,0,27828,0,50,38,1,27828,1.0869565217391304
35,2,13,0,3,1,4,1,27828,0,50,38,1,27828,1.4285714285714286
47,3,15,0,9,1,4,1,27828,0,50,38,1,27828,1.0638297872340425
55,4,9,0,2,4,4,1,27828,0,55,38,1,27828,1.0
34,2,13,4,11,1,4,1,27828,0,40,38,1,27828,1.1764705882352942
25,2,11,4,11,1,4,1,27828,0,40,38,1,27828,1.6
56,3,14,0,3,1,4,1,27828,0,60,38,1,27828,1.0714285714285714
25,2,13,4,4,3,4,1,27828,0,50,38,1,27828,2.0
41,2,14,4,9,1,4,0,27828,0,35,38,1,27828,0.8536585365853658
37,4,9,0,4,1,4,1,27828,0,40,38,1,27828,1.0810810810810811
47,2,14,0,11,1,4,1,27828,0,60,38,1,27828,1.2765957446808511
36,2,15,4,3,1,4,1,27828,0,50,38,1,27828,1.3888888888888888
58,3,15,4,9,1,4,1,27828,0,40,38,1,27828,0.6896551724137931
45,2,10,0,2,1,4,1,27828,0,56,38,1,27828,1.2444444444444445
49,2,13,0,3,1,2,0,27828,0,60,38,1,27828,1.2244897959183674
37,2,9,4,2,2,0,1,27828,0,48,38,1,27828,1.2972972972972974
56,4,10,3,4,1,4,0,27828,0,20,38,1,27828,0.35714285714285715
37,2,14,5,3,1,4,1,27828,0,60,19,1,27828,1.6216216216216217
59,2,14,4,11,1,4,0,27828,0,45,38,1,27828,0.7627118644067796
30,2,13,4,3,1,4,1,27828,0,60,38,1,27828,2.0
29,2,15,4,9,4,4,1,27828,0,45,10,1,27828,1.5517241379310345
36,2,13,4,3,1,4,1,27828,0,40,38,1,27828,1.1111111111111112
51,3,15,0,9,1,4,1,27828,0,60,38,1,27828,1.1764705882352942
38,2,13,5,3,1,4,1,27828,0,45,38,1,27828,1.1842105263157894
36,3,13,4,12,1,4,1,27828,0,55,38,1,27828,1.5277777777777777
41,2,14,4,3,1,4,1,27828,0,50,38,1,27828,1.2195121951219512
47,2,14,5,12,1,4,1,27828,0,40,38,1,27828,0.851063829787234
64,2,13,0,3,1,4,1,27828,0,55,38,1,27828,0.859375
64,2,13,0,3,4,4,1,27828,0,50,38,1,27828,0.78125
51,2,14,4,9,1,4,1,27828,0,40,38,1,27828,0.7843137254901961
54,4,13,0,4,1,4,1,27828,0,50,38,1,27828,0.9259259259259259
53,4,15,4,9,1,1,1,27828,0,40,29,1,27828,0.7547169811320755
46,2,16,0,9,4,4,0,25236,0,65,38,1,25236,1.4130434782608696
51,4,14,0,3,4,4,1,25236,0,50,38,1,25236,0.9803921568627451
45,3,14,0,11,4,4,0,25236,0,42,38,1,25236,0.9333333333333333
43,5,16,3,9,4,4,1,25236,0,64,38,1,25236,1.4883720930232558
59,5,16,0,9,4,4,1,25236,0,45,38,1,25236,0.7627118644067796
37,2,10,0,0,4,4,0,25236,0,25,38,1,25236,0.6756756756756757
45,3,15,0,9,4,4,1,25236,0,36,38,1,25236,0.8
45,5,15,0,9,4,2,1,25236,0,36,38,1,25236,0.8
32,2,12,5,3,4,4,0,25236,0,50,38,1,25236,1.5625
36,4,15,0,9,4,4,1,25236,0,40,38,1,25236,1.1111111111111112
